ticket_id,customer_age,date_of_purchase,ticket_status,first_response_time,time_to_resolution,customer_satisfaction_rating,purchase_year,purchase_month,purchase_day,customer_name_encoded,customer_email_encoded,customer_gender_encoded,product_purchased_encoded,ticket_type_encoded,ticket_subject_encoded,ticket_description_encoded,resolution_encoded,ticket_priority_encoded,ticket_channel_encoded,customer_age_normalized
6710,53,2021-07-10,Open,,,3.0,2021,7,10,2984,1741,2,26,2,6,2869,2573,2,3,0.6730769230769232
6711,60,2020-01-27,Closed,2023-06-01 21:44:44,2023-06-01 15:56:44,3.0,2020,1,27,2819,2193,2,36,4,8,4077,1872,3,1,0.8076923076923078
6712,34,2020-12-04,Closed,2023-06-01 10:23:44,2023-06-01 16:20:44,5.0,2020,12,4,3542,7838,2,21,1,10,5032,572,3,1,0.3076923076923077
6713,45,2021-06-22,Pending Customer Response,2023-06-01 14:19:46,,3.0,2021,6,22,649,7084,0,10,3,11,2481,2573,3,1,0.5192307692307693
6714,26,2021-04-30,Closed,2023-06-01 11:47:48,2023-06-01 01:07:48,4.0,2021,4,30,2541,909,0,5,2,3,4815,665,0,2,0.1538461538461538
6715,28,2020-08-24,Open,,,3.0,2020,8,24,3971,639,1,24,0,11,8044,2573,1,0,0.1923076923076924
6716,59,2021-10-07,Closed,2023-06-01 08:43:50,2023-06-02 00:16:50,2.0,2021,10,7,7244,6579,0,3,0,15,1879,2744,1,1,0.7884615384615384
6717,44,2021-12-06,Open,,,3.0,2021,12,6,3975,7014,2,31,2,5,6886,2573,3,1,0.5000000000000001
6718,39,2021-03-15,Open,,,3.0,2021,3,15,1868,1055,1,11,0,12,6907,2573,3,1,0.4038461538461538
6719,24,2021-05-06,Open,,,3.0,2021,5,6,3192,7332,2,11,3,4,5283,2573,0,3,0.1153846153846154
6720,55,2020-08-29,Pending Customer Response,2023-06-01 06:40:56,,3.0,2020,8,29,5686,5791,1,32,1,2,5811,2573,2,3,0.7115384615384616
6721,26,2020-09-05,Pending Customer Response,2023-06-01 10:26:57,,3.0,2020,9,5,2890,1748,2,19,2,4,1434,2573,2,2,0.1538461538461538
6722,19,2021-09-11,Pending Customer Response,2023-06-02 00:02:59,,3.0,2021,9,11,542,1352,0,14,0,13,5813,2573,3,3,0.0192307692307692
6723,65,2021-06-29,Closed,2023-06-01 19:44:01,2023-06-01 19:22:01,2.0,2021,6,29,6565,391,0,37,0,6,3703,645,3,2,0.903846153846154
6724,53,2020-04-07,Pending Customer Response,2023-06-01 07:39:03,,3.0,2020,4,7,4241,2482,1,1,4,15,5196,2573,1,2,0.6730769230769232
6725,21,2020-01-27,Open,,,3.0,2020,1,27,1819,586,0,18,4,0,3536,2573,1,0,0.0576923076923077
6726,24,2020-01-29,Pending Customer Response,2023-06-01 12:39:06,,3.0,2020,1,29,7332,2867,0,31,3,9,7252,2573,3,2,0.1153846153846154
6727,33,2020-01-10,Closed,2023-06-01 05:28:07,2023-06-01 17:33:07,1.0,2020,1,10,4199,7093,2,28,1,0,4016,2656,3,0,0.2884615384615385
6728,23,2020-04-15,Pending Customer Response,2023-06-01 07:56:07,,3.0,2020,4,15,2749,4124,0,8,2,7,6564,2573,1,3,0.0961538461538462
6729,38,2020-04-28,Closed,2023-06-01 19:31:09,2023-06-01 08:24:09,2.0,2020,4,28,15,770,2,0,1,3,2485,1136,0,3,0.3846153846153847
6730,69,2021-03-27,Pending Customer Response,2023-06-01 02:55:10,,3.0,2021,3,27,105,7712,0,11,0,5,7348,2573,0,3,0.980769230769231
6731,54,2020-09-22,Open,,,3.0,2020,9,22,1025,7091,0,29,3,14,3522,2573,3,1,0.6923076923076924
6732,44,2021-03-16,Closed,2023-06-01 18:38:14,2023-06-01 07:24:14,4.0,2021,3,16,4849,2912,0,14,0,14,4752,1495,2,0,0.5000000000000001
6733,55,2021-04-15,Open,,,3.0,2021,4,15,7511,6367,1,6,0,1,6379,2573,2,2,0.7115384615384616
6734,49,2021-05-31,Pending Customer Response,2023-06-01 04:57:17,,3.0,2021,5,31,3981,7836,2,41,2,9,4775,2573,3,1,0.5961538461538463
6735,20,2021-02-21,Open,,,3.0,2021,2,21,4563,5034,2,29,4,5,2710,2573,1,1,0.0384615384615384
6736,70,2020-05-11,Open,,,3.0,2020,5,11,5076,7578,1,12,0,15,4573,2573,1,3,1.0
6737,20,2021-09-11,Closed,2023-06-01 18:40:21,2023-06-01 19:31:21,1.0,2021,9,11,434,1406,1,23,0,15,3238,907,2,1,0.0384615384615384
6738,33,2021-09-25,Closed,2023-06-02 00:15:22,2023-06-01 03:07:22,2.0,2021,9,25,5285,945,2,3,3,1,4116,2383,1,3,0.2884615384615385
6739,69,2021-05-16,Closed,2023-06-01 15:11:24,2023-06-01 00:38:24,5.0,2021,5,16,1473,1264,1,23,4,15,6005,2640,3,1,0.980769230769231
6740,19,2021-01-26,Closed,2023-06-01 13:47:25,2023-06-01 05:58:25,1.0,2021,1,26,24,1870,0,18,4,10,7924,2040,2,3,0.0192307692307692
6741,65,2021-10-07,Closed,2023-06-01 13:57:26,2023-06-01 16:55:26,2.0,2021,10,7,3891,2251,2,5,1,4,240,521,1,2,0.903846153846154
6742,19,2020-09-16,Open,,,3.0,2020,9,16,7380,2967,2,36,4,15,1134,2573,0,0,0.0192307692307692
6743,36,2020-05-19,Pending Customer Response,2023-06-01 01:15:29,,3.0,2020,5,19,205,4912,2,34,0,14,2960,2573,0,1,0.3461538461538461
6744,59,2020-11-12,Open,,,3.0,2020,11,12,4198,3758,1,33,4,5,7227,2573,0,0,0.7884615384615384
6745,48,2020-12-08,Pending Customer Response,2023-06-01 09:20:31,,3.0,2020,12,8,7083,5397,1,24,0,7,6147,2573,2,3,0.576923076923077
6746,32,2020-06-11,Closed,2023-06-01 13:45:33,2023-06-01 08:52:33,3.0,2020,6,11,4837,3660,1,41,4,8,3816,1688,3,0,0.2692307692307693
6747,48,2021-12-30,Open,,,3.0,2021,12,30,7018,6301,2,13,2,8,378,2573,0,1,0.576923076923077
6748,52,2021-08-20,Pending Customer Response,2023-06-01 16:38:34,,3.0,2021,8,20,2747,5799,1,7,2,7,6228,2573,2,2,0.6538461538461539
6749,70,2020-01-08,Pending Customer Response,2023-06-01 19:47:36,,3.0,2020,1,8,7522,5044,2,41,2,9,1858,2573,2,0,1.0
6750,64,2021-01-22,Closed,2023-06-01 06:01:37,2023-06-01 00:35:37,4.0,2021,1,22,4883,5257,2,22,4,5,6361,850,3,1,0.8846153846153847
6751,50,2021-04-07,Pending Customer Response,2023-06-01 14:56:37,,3.0,2021,4,7,4526,4192,2,30,4,12,5270,2573,1,0,0.6153846153846154
6752,68,2021-03-01,Open,,,3.0,2021,3,1,5054,3529,1,22,1,15,1706,2573,2,0,0.9615384615384616
6753,62,2020-10-19,Pending Customer Response,2023-06-01 02:57:39,,3.0,2020,10,19,2706,7731,0,31,2,4,7490,2573,3,1,0.8461538461538461
6754,42,2021-01-08,Closed,2023-06-01 00:57:40,2023-06-01 04:39:40,1.0,2021,1,8,2400,627,1,18,3,0,6590,2284,0,1,0.4615384615384615
6755,65,2020-07-05,Open,,,3.0,2020,7,5,4540,5682,2,7,0,13,2488,2573,3,0,0.903846153846154
6756,43,2020-05-29,Open,,,3.0,2020,5,29,1383,5440,0,17,2,3,1639,2573,2,0,0.4807692307692308
6757,46,2020-08-09,Pending Customer Response,2023-06-01 12:38:46,,3.0,2020,8,9,4466,2515,2,15,0,13,4688,2573,2,2,0.5384615384615385
6758,50,2020-05-21,Open,,,3.0,2020,5,21,5293,3084,2,19,3,7,2856,2573,3,3,0.6153846153846154
6759,51,2020-02-08,Pending Customer Response,2023-06-01 09:57:50,,3.0,2020,2,8,5600,6513,1,11,0,2,1949,2573,1,3,0.6346153846153847
6760,44,2021-04-01,Closed,2023-06-01 20:47:51,2023-06-01 01:39:51,5.0,2021,4,1,6370,6919,0,30,1,5,2398,1270,1,0,0.5000000000000001
6761,27,2021-08-27,Pending Customer Response,2023-06-01 14:15:53,,3.0,2021,8,27,4410,4029,1,0,1,13,550,2573,2,3,0.1730769230769231
6762,51,2021-03-02,Pending Customer Response,2023-06-01 22:31:55,,3.0,2021,3,2,6873,5601,0,13,3,11,4272,2573,2,2,0.6346153846153847
6763,43,2020-09-16,Pending Customer Response,2023-06-01 10:47:56,,3.0,2020,9,16,5132,3523,1,39,2,1,2233,2573,3,3,0.4807692307692308
6764,36,2021-08-22,Closed,2023-06-01 17:35:58,2023-06-01 06:41:58,3.0,2021,8,22,1490,830,2,33,4,14,3303,166,0,2,0.3461538461538461
6765,41,2021-07-29,Open,,,3.0,2021,7,29,6261,1645,1,22,4,11,2592,2573,0,3,0.4423076923076924
6766,27,2021-08-22,Closed,2023-06-01 03:35:01,2023-06-01 18:46:01,3.0,2021,8,22,5611,6628,0,4,4,1,6874,28,1,1,0.1730769230769231
6767,42,2020-10-21,Pending Customer Response,2023-06-01 04:49:03,,3.0,2020,10,21,1505,7328,0,19,1,15,7280,2573,0,3,0.4615384615384615
6768,21,2020-12-05,Open,,,3.0,2020,12,5,3857,1613,2,15,3,0,5089,2573,1,1,0.0576923076923077
6769,60,2021-08-15,Closed,2023-06-01 16:21:06,2023-06-01 02:26:06,4.0,2021,8,15,4299,3726,2,23,2,0,907,634,1,2,0.8076923076923078
6770,37,2020-02-18,Open,,,3.0,2020,2,18,2936,7792,1,6,3,0,1218,2573,0,1,0.3653846153846154
6771,33,2020-07-12,Open,,,3.0,2020,7,12,4605,7583,0,21,0,3,4695,2573,0,2,0.2884615384615385
6772,24,2021-12-04,Pending Customer Response,2023-06-01 09:32:10,,3.0,2021,12,4,3529,3601,0,36,3,6,7789,2573,3,0,0.1153846153846154
6773,19,2021-09-01,Pending Customer Response,2023-06-01 09:18:12,,3.0,2021,9,1,2995,4164,0,34,4,2,978,2573,2,1,0.0192307692307692
6774,33,2020-03-14,Closed,2023-06-01 02:27:14,2023-06-01 21:39:14,2.0,2020,3,14,1679,2417,1,22,0,2,2159,2114,3,3,0.2884615384615385
6775,56,2021-05-09,Closed,2023-06-01 13:06:16,2023-06-01 04:51:16,5.0,2021,5,9,6035,4520,1,22,0,1,1814,1886,3,0,0.730769230769231
6776,61,2021-03-18,Pending Customer Response,2023-06-01 19:58:18,,3.0,2021,3,18,2032,1488,2,9,4,13,4541,2573,0,1,0.826923076923077
6777,53,2020-05-15,Pending Customer Response,2023-06-01 13:48:19,,3.0,2020,5,15,5305,976,2,34,2,9,2264,2573,2,0,0.6730769230769232
6778,23,2020-08-18,Closed,2023-06-01 20:09:21,2023-06-01 01:28:21,2.0,2020,8,18,4622,3427,0,12,3,6,448,1423,2,1,0.0961538461538462
6779,58,2021-02-20,Open,,,3.0,2021,2,20,1024,2717,1,3,4,9,3717,2573,2,0,0.7692307692307693
6780,43,2021-09-28,Closed,2023-06-01 19:02:24,2023-06-01 02:08:24,4.0,2021,9,28,6085,4747,1,29,2,8,2751,269,3,3,0.4807692307692308
6781,56,2021-02-19,Pending Customer Response,2023-06-01 00:24:24,,3.0,2021,2,19,7834,4415,0,9,1,12,4190,2573,1,3,0.730769230769231
6782,62,2020-08-17,Open,,,3.0,2020,8,17,2456,5679,0,3,3,0,2331,2573,3,1,0.8461538461538461
6783,50,2021-05-05,Pending Customer Response,2023-06-01 20:30:27,,3.0,2021,5,5,5077,4557,1,36,0,3,6991,2573,0,3,0.6153846153846154
6784,45,2021-03-29,Closed,2023-06-01 05:29:28,2023-06-01 06:30:28,4.0,2021,3,29,3225,3481,0,19,0,15,7749,407,2,1,0.5192307692307693
6785,46,2021-12-07,Closed,2023-06-01 14:47:30,2023-06-01 05:09:30,3.0,2021,12,7,4727,4676,0,37,0,15,1461,2452,1,2,0.5384615384615385
6786,60,2020-02-08,Closed,2023-06-01 01:22:32,2023-06-01 20:54:32,5.0,2020,2,8,960,1105,1,19,2,11,4289,2578,3,2,0.8076923076923078
6787,20,2020-02-17,Open,,,3.0,2020,2,17,7369,6672,1,35,4,6,6486,2573,1,0,0.0384615384615384
6788,51,2020-09-12,Pending Customer Response,2023-06-01 09:59:35,,3.0,2020,9,12,1027,2268,1,27,3,7,997,2573,3,2,0.6346153846153847
6789,46,2020-12-10,Open,,,3.0,2020,12,10,4338,2710,2,29,2,5,7613,2573,2,2,0.5384615384615385
6790,27,2021-08-13,Open,,,3.0,2021,8,13,6047,2207,2,31,3,11,2160,2573,3,1,0.1730769230769231
6791,52,2021-06-08,Closed,2023-06-01 20:24:39,2023-06-01 20:08:39,1.0,2021,6,8,6650,1497,1,25,1,0,1511,842,1,2,0.6538461538461539
6792,54,2020-10-06,Open,,,3.0,2020,10,6,5766,3096,0,31,0,13,5719,2573,2,0,0.6923076923076924
6793,38,2020-02-27,Open,,,3.0,2020,2,27,5721,4829,1,2,4,0,6984,2573,0,0,0.3846153846153847
6794,42,2021-10-19,Closed,2023-06-01 10:20:42,2023-06-01 15:41:42,2.0,2021,10,19,4831,3752,0,5,3,2,6364,1433,0,1,0.4615384615384615
6795,66,2020-04-10,Open,,,3.0,2020,4,10,6024,7888,2,10,1,10,323,2573,2,0,0.9230769230769232
6796,24,2021-09-06,Open,,,3.0,2021,9,6,6819,3645,1,0,3,3,2097,2573,0,1,0.1153846153846154
6797,39,2020-01-03,Pending Customer Response,2023-06-01 02:57:46,,3.0,2020,1,3,6751,8233,0,14,1,11,6956,2573,2,1,0.4038461538461538
6798,61,2020-07-15,Open,,,3.0,2020,7,15,890,6968,1,32,3,6,1948,2573,0,1,0.826923076923077
6799,42,2020-09-03,Pending Customer Response,2023-06-01 09:21:50,,3.0,2020,9,3,61,1987,1,3,4,0,1207,2573,1,0,0.4615384615384615
6800,21,2020-10-29,Pending Customer Response,2023-06-01 02:39:50,,3.0,2020,10,29,3655,7238,0,31,4,15,4503,2573,2,1,0.0576923076923077
6801,48,2021-02-01,Pending Customer Response,2023-06-01 21:46:52,,3.0,2021,2,1,6790,4966,1,21,4,10,4513,2573,3,0,0.576923076923077
6802,66,2021-03-16,Open,,,3.0,2021,3,16,2644,3571,0,19,4,5,2362,2573,3,1,0.9230769230769232
6803,47,2020-01-01,Open,,,3.0,2020,1,1,5296,1205,0,5,2,7,954,2573,2,1,0.5576923076923077
6804,52,2021-08-06,Open,,,3.0,2021,8,6,7633,7477,2,33,1,0,5229,2573,3,2,0.6538461538461539
6805,56,2020-10-24,Open,,,3.0,2020,10,24,1928,1293,1,13,3,10,3852,2573,0,3,0.730769230769231
6806,69,2020-01-16,Pending Customer Response,2023-06-01 00:24:01,,3.0,2020,1,16,1939,5307,1,36,2,0,872,2573,2,0,0.980769230769231
6807,26,2021-09-26,Pending Customer Response,2023-06-01 06:40:01,,3.0,2021,9,26,3775,2243,1,17,1,11,4556,2573,2,0,0.1538461538461538
6808,21,2021-02-17,Open,,,3.0,2021,2,17,5270,1268,2,38,1,14,4118,2573,2,1,0.0576923076923077
6809,57,2020-10-29,Open,,,3.0,2020,10,29,7271,6079,2,15,4,9,1420,2573,0,3,0.7500000000000001
6810,67,2020-09-16,Open,,,3.0,2020,9,16,4408,4561,1,11,1,9,7088,2573,1,1,0.9423076923076924
6811,19,2020-01-08,Pending Customer Response,2023-06-01 18:12:07,,3.0,2020,1,8,667,2156,0,15,4,1,3596,2573,1,2,0.0192307692307692
6812,34,2020-07-27,Open,,,3.0,2020,7,27,4347,1899,0,33,3,14,417,2573,0,0,0.3076923076923077
6813,34,2020-07-27,Closed,2023-06-01 09:41:09,2023-06-01 20:30:09,3.0,2020,7,27,2767,104,0,28,4,10,7092,585,0,3,0.3076923076923077
6814,29,2020-05-30,Pending Customer Response,2023-06-01 21:02:11,,3.0,2020,5,30,7122,3594,2,11,1,2,4603,2573,2,0,0.2115384615384615
6815,65,2020-06-25,Closed,2023-06-01 19:12:11,2023-06-01 06:29:11,2.0,2020,6,25,7962,434,0,35,0,15,81,1911,1,2,0.903846153846154
6816,35,2020-12-13,Closed,2023-06-01 07:15:13,2023-06-01 08:46:13,1.0,2020,12,13,6409,6828,1,12,4,11,7053,1860,1,3,0.326923076923077
6817,70,2021-08-13,Closed,2023-06-01 04:08:15,2023-06-01 16:27:15,3.0,2021,8,13,4994,6626,2,33,0,4,3290,2418,2,3,1.0
6818,26,2021-03-04,Open,,,3.0,2021,3,4,3321,7112,1,24,2,8,2976,2573,0,3,0.1538461538461538
6819,65,2021-11-02,Open,,,3.0,2021,11,2,7596,2487,0,20,1,9,2700,2573,0,0,0.903846153846154
6820,54,2021-10-07,Pending Customer Response,2023-06-01 09:19:19,,3.0,2021,10,7,4535,6270,2,6,4,1,6898,2573,1,1,0.6923076923076924
6821,32,2020-06-25,Closed,2023-06-01 15:21:20,2023-06-01 09:32:20,4.0,2020,6,25,6742,7231,1,0,3,1,1119,373,3,1,0.2692307692307693
6822,67,2020-03-24,Open,,,3.0,2020,3,24,6687,3897,1,34,3,15,6923,2573,2,3,0.9423076923076924
6823,70,2020-06-28,Closed,2023-06-01 02:14:22,2023-06-01 05:49:22,3.0,2020,6,28,3680,4596,2,5,4,10,6182,223,3,0,1.0
6824,31,2020-10-17,Closed,2023-06-01 15:35:23,2023-06-01 23:21:23,1.0,2020,10,17,7503,2023,2,13,3,13,3123,417,1,3,0.25
6825,22,2021-01-02,Pending Customer Response,2023-06-01 16:05:25,,3.0,2021,1,2,5274,623,0,22,1,13,5298,2573,0,2,0.0769230769230769
6826,23,2021-03-21,Open,,,3.0,2021,3,21,7079,7801,0,37,3,2,2416,2573,0,1,0.0961538461538462
6827,56,2021-08-19,Pending Customer Response,2023-06-01 19:44:28,,3.0,2021,8,19,5303,7445,1,10,2,8,7211,2573,3,0,0.730769230769231
6828,43,2021-07-03,Pending Customer Response,2023-06-02 00:17:30,,3.0,2021,7,3,2607,1049,0,24,2,11,4716,2573,3,3,0.4807692307692308
6829,42,2021-03-07,Closed,2023-06-01 11:44:31,2023-06-01 09:48:31,1.0,2021,3,7,1514,3148,2,34,1,3,132,367,1,3,0.4615384615384615
6830,36,2020-12-24,Closed,2023-06-01 16:36:32,2023-06-01 07:31:32,1.0,2020,12,24,2787,7873,0,24,2,14,3063,258,2,3,0.3461538461538461
6831,36,2020-02-03,Pending Customer Response,2023-06-01 06:10:32,,3.0,2020,2,3,5702,5971,0,32,0,12,4546,2573,3,0,0.3461538461538461
6832,41,2020-09-18,Pending Customer Response,2023-06-01 06:27:34,,3.0,2020,9,18,7899,3659,2,37,4,13,2448,2573,1,1,0.4423076923076924
6833,35,2020-03-11,Closed,2023-06-01 21:25:35,2023-06-01 21:29:35,5.0,2020,3,11,6617,5192,1,32,4,5,4203,1510,1,2,0.326923076923077
6834,55,2021-03-27,Open,,,3.0,2021,3,27,7385,1179,0,23,1,9,3870,2573,0,3,0.7115384615384616
6835,48,2021-09-15,Closed,2023-06-01 18:10:39,2023-06-01 01:42:39,4.0,2021,9,15,6745,488,0,39,4,6,1876,1985,0,2,0.576923076923077
6836,39,2020-11-08,Open,,,3.0,2020,11,8,3552,325,1,32,3,7,6663,2573,1,1,0.4038461538461538
6837,21,2020-04-25,Open,,,3.0,2020,4,25,6537,2882,0,33,1,4,5343,2573,1,2,0.0576923076923077
6838,35,2020-02-11,Closed,2023-06-01 11:53:42,2023-06-01 17:42:42,1.0,2020,2,11,2800,7442,1,33,3,6,2310,164,2,3,0.326923076923077
6839,33,2020-10-20,Pending Customer Response,2023-06-01 08:51:44,,3.0,2020,10,20,4289,2833,0,35,4,4,8036,2573,3,0,0.2884615384615385
6840,52,2021-08-13,Closed,2023-06-01 02:17:44,2023-06-01 00:37:44,1.0,2021,8,13,3124,1674,2,8,4,11,5379,1868,1,2,0.6538461538461539
6841,29,2020-10-19,Open,,,3.0,2020,10,19,2146,1823,1,17,0,3,6502,2573,2,3,0.2115384615384615
6842,50,2021-07-30,Pending Customer Response,2023-06-01 10:46:47,,3.0,2021,7,30,5066,411,2,7,1,7,4486,2573,1,1,0.6153846153846154
6843,60,2020-11-28,Open,,,3.0,2020,11,28,3809,156,1,10,1,6,7982,2573,0,1,0.8076923076923078
6844,59,2020-10-11,Pending Customer Response,2023-06-01 22:49:50,,3.0,2020,10,11,4427,2590,2,1,2,5,591,2573,0,0,0.7884615384615384
6845,68,2020-09-05,Open,,,3.0,2020,9,5,5129,8220,0,29,3,4,506,2573,2,2,0.9615384615384616
6846,23,2021-01-22,Closed,2023-06-01 22:01:51,2023-06-01 07:55:51,1.0,2021,1,22,3323,7056,0,37,1,8,4576,1262,1,2,0.0961538461538462
6847,33,2021-11-12,Open,,,3.0,2021,11,12,6514,1412,0,38,1,15,7864,2573,0,1,0.2884615384615385
6848,43,2020-01-31,Closed,2023-06-01 13:54:53,2023-06-01 23:42:53,4.0,2020,1,31,3070,2758,0,25,3,6,177,314,1,1,0.4807692307692308
6849,43,2021-02-04,Open,,,3.0,2021,2,4,5255,5369,0,8,2,9,4937,2573,0,2,0.4807692307692308
6850,46,2020-11-08,Pending Customer Response,2023-06-01 22:37:56,,3.0,2020,11,8,626,6205,1,13,3,5,1808,2573,0,1,0.5384615384615385
6851,39,2020-08-30,Pending Customer Response,2023-06-01 17:08:56,,3.0,2020,8,30,3027,4910,2,8,3,10,4915,2573,1,1,0.4038461538461538
6852,36,2020-01-27,Pending Customer Response,2023-06-01 04:11:57,,3.0,2020,1,27,166,5646,2,5,1,15,426,2573,1,1,0.3461538461538461
6853,25,2020-03-04,Closed,2023-06-01 12:49:59,2023-06-01 03:44:59,1.0,2020,3,4,6711,934,0,12,2,5,1704,1181,0,3,0.1346153846153846
6854,59,2021-10-28,Open,,,3.0,2021,10,28,4834,4026,1,6,4,10,4507,2573,1,2,0.7884615384615384
6855,47,2020-11-09,Pending Customer Response,2023-06-01 11:17:03,,3.0,2020,11,9,2701,8013,1,27,4,14,769,2573,2,1,0.5576923076923077
6856,23,2020-07-26,Open,,,3.0,2020,7,26,7808,3007,0,23,1,10,3206,2573,1,2,0.0961538461538462
6857,65,2020-09-26,Closed,2023-06-01 20:03:05,2023-06-01 16:02:05,5.0,2020,9,26,7178,1282,2,28,0,6,5581,91,3,2,0.903846153846154
6858,58,2020-10-07,Pending Customer Response,2023-06-01 18:43:07,,3.0,2020,10,7,2067,1708,2,34,0,11,4707,2573,3,2,0.7692307692307693
6859,52,2020-08-25,Pending Customer Response,2023-06-01 03:19:08,,3.0,2020,8,25,3293,365,0,34,2,0,3640,2573,2,1,0.6538461538461539
6860,33,2021-05-25,Pending Customer Response,2023-06-01 10:10:10,,3.0,2021,5,25,1694,5002,2,14,4,2,3325,2573,0,2,0.2884615384615385
6861,31,2021-01-20,Open,,,3.0,2021,1,20,571,6276,1,26,4,3,7066,2573,0,0,0.25
6862,19,2020-11-30,Pending Customer Response,2023-06-01 07:03:13,,3.0,2020,11,30,775,3039,0,40,3,0,2136,2573,0,3,0.0192307692307692
6863,32,2020-11-05,Pending Customer Response,2023-06-01 07:31:13,,3.0,2020,11,5,4420,4511,2,35,2,12,4576,2573,1,0,0.2692307692307693
6864,62,2021-02-06,Open,,,3.0,2021,2,6,3064,4420,0,12,4,6,6908,2573,2,0,0.8461538461538461
6865,53,2020-02-14,Pending Customer Response,2023-06-01 11:52:16,,3.0,2020,2,14,4955,1782,1,24,3,14,5327,2573,1,2,0.6730769230769232
6866,35,2020-02-23,Pending Customer Response,2023-06-01 17:41:18,,3.0,2020,2,23,6922,8010,2,3,2,12,3745,2573,3,0,0.326923076923077
6867,18,2021-01-05,Pending Customer Response,2023-06-01 14:50:20,,3.0,2021,1,5,459,3836,0,16,0,12,548,2573,1,2,0.0
6868,55,2021-05-12,Closed,2023-06-01 10:00:21,2023-06-01 02:34:21,1.0,2021,5,12,7809,144,2,22,2,13,5052,2153,1,1,0.7115384615384616
6869,31,2020-02-26,Closed,2023-06-01 19:18:23,2023-06-01 23:36:23,3.0,2020,2,26,3252,2963,2,38,4,0,3907,2259,3,0,0.25
6870,36,2021-11-11,Pending Customer Response,2023-06-01 17:24:25,,3.0,2021,11,11,1945,4013,2,6,0,11,3509,2573,0,3,0.3461538461538461
6871,64,2020-09-24,Pending Customer Response,2023-06-01 04:32:27,,3.0,2020,9,24,7699,7532,0,26,2,7,4529,2573,3,2,0.8846153846153847
6872,59,2021-04-10,Open,,,3.0,2021,4,10,293,515,0,6,4,6,4762,2573,1,1,0.7884615384615384
6873,39,2020-04-12,Open,,,3.0,2020,4,12,7299,7239,2,20,0,10,7636,2573,3,3,0.4038461538461538
6874,38,2021-10-26,Open,,,3.0,2021,10,26,2380,1214,0,16,1,7,7401,2573,0,2,0.3846153846153847
6875,42,2020-03-14,Open,,,3.0,2020,3,14,4739,6212,0,36,4,0,5439,2573,2,1,0.4615384615384615
6876,37,2021-02-25,Pending Customer Response,2023-06-01 16:51:33,,3.0,2021,2,25,1814,3062,0,9,0,2,6830,2573,2,1,0.3653846153846154
6877,21,2020-02-27,Pending Customer Response,2023-06-01 08:01:34,,3.0,2020,2,27,6843,3010,0,0,4,15,2706,2573,3,2,0.0576923076923077
6878,45,2020-03-13,Open,,,3.0,2020,3,13,1718,7196,0,38,0,8,7855,2573,2,0,0.5192307692307693
6879,69,2020-12-08,Open,,,3.0,2020,12,8,5482,54,0,30,1,12,5987,2573,3,2,0.980769230769231
6880,23,2020-02-05,Pending Customer Response,2023-06-01 16:36:38,,3.0,2020,2,5,4552,2223,0,11,3,14,5140,2573,1,2,0.0961538461538462
6881,27,2020-10-11,Open,,,3.0,2020,10,11,7616,3705,0,32,3,13,2468,2573,0,1,0.1730769230769231
6882,20,2020-07-13,Closed,2023-06-01 03:36:41,2023-06-01 03:46:41,2.0,2020,7,13,1951,92,2,1,1,3,6449,1466,0,1,0.0384615384615384
6883,47,2020-12-07,Open,,,3.0,2020,12,7,7239,4458,1,3,4,4,2907,2573,1,2,0.5576923076923077
6884,51,2021-10-13,Closed,2023-06-01 00:47:45,2023-06-01 10:25:45,1.0,2021,10,13,6151,1777,2,38,4,13,5925,1472,2,3,0.6346153846153847
6885,56,2020-09-10,Open,,,3.0,2020,9,10,6619,2720,1,9,3,15,4316,2573,1,0,0.730769230769231
6886,50,2020-09-09,Pending Customer Response,2023-06-01 11:57:48,,3.0,2020,9,9,6515,5046,0,20,0,9,1108,2573,2,2,0.6153846153846154
6887,30,2020-06-04,Closed,2023-06-01 01:02:50,2023-06-01 12:10:50,1.0,2020,6,4,6300,1363,0,34,3,8,365,2034,3,2,0.2307692307692308
6888,63,2021-04-16,Open,,,3.0,2021,4,16,6823,7854,2,3,2,13,4453,2573,0,0,0.8653846153846155
6889,56,2021-03-27,Pending Customer Response,2023-06-01 04:20:51,,3.0,2021,3,27,968,2102,0,23,0,1,7175,2573,2,0,0.730769230769231
6890,53,2020-08-07,Closed,2023-06-01 21:42:53,2023-06-01 07:57:53,2.0,2020,8,7,3264,3187,0,23,3,8,5105,1665,1,1,0.6730769230769232
6891,34,2021-03-29,Closed,2023-06-01 11:12:54,2023-06-01 20:54:54,3.0,2021,3,29,6039,1705,1,6,2,1,2676,1565,2,3,0.3076923076923077
6892,26,2020-09-09,Closed,2023-06-01 15:51:56,2023-06-01 19:17:56,2.0,2020,9,9,7298,4693,0,33,0,14,2121,2299,3,3,0.1538461538461538
6893,70,2021-05-06,Pending Customer Response,2023-06-01 11:58:58,,3.0,2021,5,6,3508,1685,2,19,1,4,5395,2573,0,1,1.0
6894,67,2021-02-18,Closed,2023-06-01 18:54:00,2023-06-01 17:52:00,3.0,2021,2,18,7870,3569,1,28,3,13,2543,1383,2,2,0.9423076923076924
6895,19,2020-09-23,Open,,,3.0,2020,9,23,2371,4127,2,22,4,2,7229,2573,1,1,0.0192307692307692
6896,24,2021-07-23,Pending Customer Response,2023-06-01 15:27:02,,3.0,2021,7,23,5373,1855,2,29,2,11,5594,2573,3,1,0.1153846153846154
